-3:18 | (New member) LassesAffar: 30????
1:45:52 | eeo: gloomer...
1:45:52 | (New member) Lodowa Wrozka: :_uooooohh::_uooooohh::_uooooohh::_uooooohh::_uooooohh::_uooooohh:
1:45:53 | TheHighestNativeGod: YAB
1:45:53 | (New member) Mastigos Wilkins: :_yab::_yab::_yab:
1:45:53 | (New member) Ignatius: :_yab::_yab::_yab:
1:45:53 | (New member) Einaer: :_yab::_yab:
1:45:53 | (New member) Yamoyashi: :_yab::_yab:
1:45:53 | SpaceTalon: YABAI
1:45:54 | cycochaos2: YABE
1:45:55 | (New member) LassesAffar: :_yab:
1:45:55 | (New member) No Body: :_uooooohh::_uooooohh::_uooooohh:
1:45:56 | Theodore Kaczynski: what
1:45:56 | (New member) Mechanized Doge: :_yab::_yab::_yab::_yab::_yab::_yab::_yab:
1:45:57 | (New member) TheTarkus: :_yab:
1:45:58 | (New member) Theblekedet: Que?
1:45:58 | (New member) ThePlatinumCan: :_yab::_yab::_yab:
1:45:58 | (New member) Mister Eko: oh no oh no
1:45:58 | (New member) BasedBug: :_yab: STOP
1:45:58 | Ansat: groomerchama...
1:45:59 | (New member) Yamoyashi: HMM??.?
1:45:59 | (New member) Luginov: what in the
1:45:59 | (New member) Zhnigo: MOSHIMOSHI KEISATSU KA
1:45:59 | sleepy: LOL
1:45:59 | Jor Leifur: Little girl voice?
1:46:00 | (New member) Raziel: :_uooooohh:
1:46:00 | TheHighestNativeGod: EHHH
1:46:01 | (New member) Tianfang's Adventures: yab
1:46:01 | (New member) Lagalith: :_yab:
1:46:01 | (New member) Zia: Wrong favorite..
1:46:03 | (New member) Firstname Lastname: :_yab::_yab::_yab::_yab::_yab::_yab::_yab::_yab:
1:46:03 | (New member) nona: Cursed breakfast
1:46:03 | (New member) Ignatius: :_uooooohh:
1:46:05 | (New member) Mechanized Doge: リピートするな！！！！！
1:46:05 | (New member) Theblekedet: :_yab::_yab::_yab:
1:46:06 | Cringe Broker: not the ear licking...
1:46:07 | (New member) Ekusupuroshon: that's obviously not a girl...
1:46:07 | presence is yabai: listener-chan?
1:46:08 | Denied: SUS
1:46:08 | (New member) BasedBug: STOP
1:46:09 | (New member) Tianfang's Adventures: :_yab::_yab:
1:46:09 | (New member) max r: ....
1:46:10 | Sheep: MALE
1:46:11 | (New member) Peer: :_listener:
1:46:13 | (New member) Hikimouto: ""girl""
1:46:13 | (New member) Rye Mountain: Is this the 1%
1:46:13 | (New member) LassesAffar: voice changer chama...
1:46:13 | (New member) Yamoyashi: S US
1:46:14 | (New member) Mechanized Doge: やめろ
1:46:14 | (New member) TheTarkus: Cute girl (male)
1:46:14 | (New member) Mastigos Wilkins: girl(male) voice
1:46:15 | (New member) Ludd: :_listener::_listener::_listener::_listener::_yab::_yab::_yab::_yab:
1:46:15 | (New member) Firstname Lastname: "girl" voice
1:46:15 | TeutonicSorcery: Fake
1:46:16 | TheHighestNativeGod: OI OI OI
1:46:16 | WeeabooSlime: >girl voice
1:46:16 | Pope Boi: programmer socks ON
1:46:16 | (New member) Mechanized Doge: おいいいいい
1:46:17 | stuffed idiot: girl (male)
1:46:18 | (New member) max r: :_uooooohh::_uooooohh::_uooooohh::_uooooohh:
1:46:19 | (New member) BasedBug: GIRL(MALE) AWAY
1:46:19 | (New member) Herbie Cucumber: >girl
1:46:20 | (New member) Voltage: AWWW:_love::_love::_love:
1:46:20 | (New member) Mister Eko: YAMERO :_pain:
1:46:20 | (New member) david johnston: :_handreps::_handreps::_handreps::_handreps::_handreps:
1:46:20 | (New member) Hikimouto: a girl (male)
1:46:20 | (New member) Nasty Yukari: Omawarisan!!!!
1:46:20 | (New member) Moeniki: :_listener::_listener::_listener:
1:46:20 | (New member) darukaru: Hmm
1:46:21 | john: (male)
1:46:21 | (New member) Lodowa Wrozka: girl(male)
1:46:22 | SpaceTalon: G.I.R.L. == GUY IN REL LIFE 
1:46:22 | WeeabooSlime: beatani ...
1:46:22 | (New member) Luginov: cute girl (male)
1:46:24 | (New member) ZVN: Male pretending to be girl lol
1:46:24 | Börk Börk: otokonoko voice
1:46:24 | eeo: don't get catfished dumb bear...
1:46:24 | Cyshio: Girl (male)
1:46:25 | (New member) OverMagnet: eh?
1:46:26 | Theodore Kaczynski: That
1:46:26 | TheHighestNativeGod: girl (male)
1:46:27 | (New member) Suukotto Funsha: Wait, is this :_listener:
1:46:27 | (New member) Zhnigo: girl(male) voice
1:46:27 | (New member) BasedBug: DADS COME ON
1:46:27 | (New member) Ekusupuroshon: "girl* kek
1:46:29 | (New member) Zia: "girl"
1:46:30 | (New member) WizJR W: :_yab:
1:46:30 | Question Box: girl(male*)
1:46:31 | Theodore Kaczynski: That's not a girl
1:46:32 | (New member) BRAD AEON 720: too cute to be a girl
1:46:32 | (New member) Yamoyashi: babiniku...
1:46:32 | sleepy: Can you play it again?
1:46:35 | SpaceTalon: girl(male) 
1:46:35 | Jor Leifur: Pretend girl voice~
1:46:38 | SpaceTalon: Bea
1:46:39 | (New member) Yamoyashi: :_yab::_yab::_yab:
1:46:40 | (New member) The Flesh Is Weak: :_listener::_listener:
1:46:40 | cycochaos2: groomer voice
1:46:41 | (New member) Luginov: aaaaa
1:46:41 | (New member) WizJR W: girl(Male)
1:46:42 | (New member) BasedBug: TURN IT OFF
1:46:45 | Denied: girl (male)
1:46:46 | (New member) No Body: whats it saying?
1:46:47 | (New member) Tachi: :_listener:
1:46:47 | (New member) TheTarkus: cute voice 
1:46:56 | Börk Börk: astolfo voice
1:46:56 | (New member) Raziel: cute and funny breakfast
1:46:56 | (New member) ThePlatinumCan: Babiniku...
1:46:57 | (New member) Yamoyashi: :_yab:
1:46:58 | (New member) Margrave: :_uooooohh::_listener:
1:46:58 | (New member) Zhnigo: :_listener::_yab:
1:47:00 | (New member) Ekusupuroshon: this bear...
1:47:05 | (New member) ThatVidyaGuy: Thats gotta be a dudes voice
1:47:05 | (New member) Firstname Lastname: :_pain:
1:47:06 | TheHighestNativeGod: finish the sound!!
1:47:09 | Cringe Broker: too cute to be female?
1:47:13 | (New member) Mister Eko: hahahaha
1:47:14 | (New member) Voltage: :_chihiro::_chihiro::_chihiro::_chihiro::_listener::_listener::_listener::_listener::_chihiro::_chihiro::_chihiro::_listener::_listener::_listener::_chihiro::_chihiro:
1:47:14 | パナナナダ: is this voice changer?
1:47:16 | (New member) BasedBug: This breakfast is immediately 0/10, I'm sorry
1:47:19 | (New member) Lagalith: Otokonoko
1:47:22 | (New member) gyroninja: You wrote what she's saying...
1:47:23 | (New member) Einaer: That voice is unnerving
1:47:28 | (New member) No Body: ah its the listener chan you drew!
1:47:28 | (New member) Zhnigo: i'm not hungry anymore
1:47:31 | (New member) CommanderMichael: 🎣 that is bait
1:47:36 | Buttersauce: not a voice changer
1:47:37 | (New member) XenMaster220: We truly are the 99.1%
1:47:38 | (New member) TheTarkus: Otoko no Ko
1:47:38 | SpaceTalon: its listener chan copypasta
1:47:39 | (New member) BasedBug: Yeah this ruined breakfast
1:47:40 | (New member) gyroninja: Did you forget the listener-chan picture already
1:47:40 | (New member) ThatVidyaGuy: Sounds too much like VoiceMOD
1:47:43 | (New member) Nasty Yukari: 巡査部長さん, this way
1:47:53 | (New member) The Flesh Is Weak: sausage concerns me now
1:47:53 | presence is yabai: listener-chan is cute
1:47:56 | (New member) LassesAffar: :_listener:
1:47:57 | eeo: cute bois
1:48:00 | (New member) Shippo: listener (male)
1:48:01 | (New member) Voltage: :_listener::_listener::_yah:
1:48:04 | Jor Leifur: Otokonoko lister-chan
1:48:04 | (New member) Zhnigo: farewell sausage
1:48:08 | (New member) Theblekedet: :_listener::_chihiro::_listener::_chihiro::_listener::_chihiro::_listener::_chihiro:
1:48:10 | (New member) Tianfang's Adventures: :_listener:
1:48:14 | (New member) BasedBug: Gross
1:48:15 | (New member) Ludd: :_listener::_listener::_listener:
1:48:15 | (Verified, Moderator) Streamlabs: そいつ男だこのバカ just tipped $1.00 dayo!
1:48:17 | (New member) max r: :_listener::_chihiro:
1:48:22 | (New member) No Body: as long as there is a hole...
1:48:28 | (New member) Peer: :_listener:
1:48:31 | (New member) Luginov: lol
1:48:31 | bejad007: .....
1:48:31 | (New member) XenMaster220: lmao
1:48:33 | (New member) Rye Mountain: Winner of the grooming context
1:48:33 | (New member) Margrave: lol
1:48:38 | (New member) Tachi: :_listener::_love:
1:48:39 | (New member) max r: Andrew Ryan San?!
1:48:39 | (New member) XenMaster220: :_listener::_listener:
1:48:42 | stuffed idiot: any hole is a goal...
1:48:43 | (New member) Nasty Yukari: kek
1:48:44 | Shiroi Fenrir白: 99.01% otoko listener chan
1:48:47 | (New member) Mechanized Doge: >she pinned it on ryan
1:48:49 | (New member) Zyadarya: :_listener::_love::_listener:
1:48:49 | (New member) TheTarkus: :_listener::_yab::_chihiro:
1:48:49 | (New member) BasedBug: Was this actually a grooming contest?
1:48:56 | (New member) Rye Mountain: He may have forced his sister to make it also
1:48:56 | (New member) Ekusupuroshon: yes yes otokonoko definitely not ojisan..
1:49:05 | (New member) LassesAffar: なるほど、男の子になる
1:49:05 | InubaSHIRI Momiji: >you will never be twink enough for bea
1:49:06 | (New member) Mechanized Doge: ヘッドホンしてるからやべーよ
1:49:08 | VHS Films: looks so pinoy bfast
1:49:09 | (New member) darukaru: Either way, we know Bea can impregnate them
1:49:10 | パナナナダ: i will forgive him if he also posts a picture of himself crossdressing
1:49:12 | (New member) CommanderMichael: >she's only attracted to cute guys
1:49:17 | (New member) Nasty Yukari: this is cute boy stream only. don't be ugly in here
1:49:18 | (New member) Raziel: ochichin land is open
1:49:24 | (New member) Mechanized Doge: 直接に耳に聞けるのはやべーよ。
1:49:26 | (New member) Mechanized Doge: 俺じゃないバカ
1:49:29 | (New member) Shippo: vocaroo contest upcoming?
1:49:31 | (New member) BasedBug: @CommanderMichael That means we're all out of the running
1:49:36 | (New member) Zhnigo: 99,1%
1:49:39 | (New member) Mechanized Doge: 俺の発音はそんなにひどくねええ
1:49:41 | (New member) TheTarkus: voice contest next
1:49:46 | (New member) Mister Eko: of course
1:49:47 | (New member) Rye Mountain: no
1:49:48 | Sheep: no
1:49:49 | (New member) ThatVidyaGuy: No
1:49:50 | (New member) Luginov: i dont want to try
1:49:51 | (New member) BasedBug: Voice is too low for cute, sorry
1:49:52 | Question Box: no
1:49:52 | (New member) Shippo: voice contest...
1:49:53 | WeeabooSlime: we're all 99.1% cute girls
1:49:53 | Cringe Broker: maybe
1:49:54 | (New member) darukaru: Nooooo
1:49:55 | (New member) ThePlatinumCan: No
1:49:55 | (New member) Mechanized Doge: ああああ、俺です
1:49:58 | (New member) Zia: For the right price, sure
1:49:58 | (New member) TheNoOne: no my voice is too deep
1:49:59 | (New member) Herbie Cucumber: no
1:49:59 | (New member) CommanderMichael: yamero
1:50:00 | SpaceTalon: no
1:50:01 | (New member) No Body: i think...?
1:50:02 | stuffed idiot: nope
1:50:03 | (New member) Tianfang's Adventures: No.
1:50:04 | (New member) Shippo: cringe voice owner here
1:50:04 | (New member) Canna: Pay me and I will 
1:50:04 | (New member) Theblekedet: no
1:50:04 | Hernan: no
1:50:05 | (New member) david johnston: i have the cutest voice
1:50:06 | D3bugged: maybe
1:50:07 | (New member) Rye Mountain: Cringe voice only
1:50:08 | (New member) Kofi: yeah i got a real cute voice
1:50:08 | TheHighestNativeGod: I can sound like Italy from Hetalia
1:50:12 | (New member) gyroninja: Maybe cute male voice
1:50:12 | (New member) Ignatius: Voice is too low
1:50:15 | (New member) XenMaster220: Traps are c-cute!!:_kita::_listener:
1:50:17 | (New member) Mister Eko: what? I thought everyone were girls
1:50:17 | (New member) Ekusupuroshon: ugly voice sorry...
1:50:17 | (New member) BasedBug: Voice contest next?
1:50:27 | (New member) ZVN: If I could do a cute voice, I'd be a vtuber and steal all your viewers
1:50:28 | InubaSHIRI Momiji: called out
1:50:34 | (New member) Moeniki: maybe, should I try?
1:50:36 | (New member) Zia: oh no
1:50:39 | (New member) Mister Eko: bea no
1:50:40 | Denied: voice contest
1:50:44 | (New member) david johnston: oh fug...
1:50:44 | sleepy: Uh oh
1:50:45 | bejad007: .....
1:50:46 | (New member) Mister Eko: oh damn it
1:50:48 | (New member) Suukotto Funsha: no
1:50:48 | (New member) WizJR W: What did u do
1:50:50 | (New member) Antonio Badilla: Groomer voice contest?
1:50:50 | (New member) Luginov: dangerous contest
1:50:50 | (New member) Kofi: fuck yeah
1:50:51 | (New member) Margrave: I can only do Ikeman voice. :_pain:
1:50:51 | sleepy: It'll be brutal
1:50:51 | (New member) ThePlatinumCan: Uhhhhhh
1:50:52 | Sheep: only 2 participants
1:50:52 | (New member) Tachi: Nooooo
1:50:52 | (New member) Zhnigo: :_yab: :_yab: :_yab: :_yab: :_yab:
1:50:52 | Question Box: lets do it
1:50:53 | (New member) Luginov: do it
1:50:53 | (New member) No Body: oh god no:_yab:
1:50:54 | SpaceTalon: No.
1:50:54 | (New member) XenMaster220: The 99.1% are gonna GROOOM!!:_uooooohh::_uooooohh::_uooooohh::_yab:
1:50:55 | (New member) ThatVidyaGuy: no
1:50:55 | Question Box: WOOOOOOOOOOOOOOOOOOOOOOOOO
1:50:56 | (New member) CommanderMichael: oi yamero
1:50:57 | (New member) Shippo: let's go... i guess
1:50:57 | (New member) Peer: :_yab:
1:50:58 | (New member) Zia: Voice changer let's goo
1:50:59 | (New member) Margrave: NO
1:50:59 | (New member) Lodowa Wrozka: good idea
1:50:59 | SpaceTalon: YAB
1:50:59 | eeo: I half want to see that
1:51:00 | (New member) Theblekedet: :_yab:
1:51:00 | (New member) LassesAffar: do it
1:51:01 | (New member) nona: Do it
1:51:01 | (New member) gyroninja: doxing myself for beatani!
1:51:01 | (New member) Kofi: yeah its a good idea
1:51:01 | (New member) Herbie Cucumber: :_yab:
1:51:04 | (New member) Firstname Lastname: :_pain::_yab:
1:51:04 | Question Box: DO IT
1:51:04 | (New member) Mister Eko: THE CRINGEEEEE
1:51:04 | (New member) Margrave: :_yab:
1:51:06 | (New member) max r: do it
1:51:07 | (New member) Tachi: :_away:
1:51:07 | (New member) Antonio Badilla: sounds fun
1:51:08 | bejad007: oh no
1:51:08 | (New member) Nasty Yukari: Let's do it and see what happens!
1:51:08 | sleepy: YES 😈
1:51:10 | (New member) Alaor B: :_yab::_yab::_yab:
1:51:10 | (New member) Margrave: :_away::_away::_away:
1:51:10 | InubaSHIRI Momiji: can we do it on Vocaroo
1:51:10 | (New member) TheTarkus: do IT
1:51:11 | (New member) Mastigos Wilkins: negative chief
1:51:12 | Question Box: DONT BE SCARED
1:51:13 | (New member) Zhnigo: "It's not the final :_yab:, but you can see it from here."
1:51:13 | (New member) ThePlatinumCan: This idea :_away:
1:51:17 | (New member) Canna: good content 
1:51:17 | (New member) Momiji Channel: :_uooooohh:
1:51:18 | (New member) Lodowa Wrozka: VOCAROO GROOMING CONTEST LETS FUCKING GOOOO
1:51:19 | (New member) Shippo: fun cringe incoming
1:51:20 | (New member) Suukotto Funsha: I can only do a rock voice
1:51:21 | (New member) Margrave: Imagine the cringe.
1:51:22 | stuffed idiot: that's too much cringe
1:51:23 | Denied: cringe contest
1:51:23 | (New member) No Body: Cringe idea
1:51:30 | (New member) Shippo: embrace it
1:51:31 | (New member) Mister Eko: I'd do it... but the cringe...
1:51:36 | (New member) Alaor B: be sure to review the voice clips before the contest if you do
1:51:37 | (New member) Voltage: VOICE CHALLENGE ON DIDCORD LWTSS GO
1:51:40 | sleepy: Cringe contest? Sounds good
1:51:42 | (New member) nona: Based idea
1:51:42 | (New member) Zia: This is a step toward the final :_yab: for sure
1:51:42 | (New member) Margrave: Cringe :_away:
1:51:45 | (New member) Ludd: too hazukashiifull.....
1:51:45 | eeo: but cringe can be based if it's ironic
1:51:52 | (New member) Suukotto Funsha: embrace the chaos
1:51:55 | (New member) Margrave: Saw this one too.
1:51:55 | SpaceTalon: ITS A LIL BEA
1:51:56 | sleepy: Wow this one looks good
1:51:57 | (New member) Zia: Damn that looks good
1:51:57 | (New member) Mister Eko: oishi as fuck
1:51:58 | (New member) Luginov: still good
1:51:59 | (New member) max r: oh, this guy.
1:52:01 | (New member) Ignatius: Heavy, but hearty 8/10 :_love:
1:52:03 | (New member) Shippo: i'd do it, ironically of course...
1:52:03 | (New member) Megiddo: texas pride
1:52:03 | presence is yabai: nice
1:52:03 | (New member) Herbie Cucumber: 🤠
1:52:05 | (New member) No Body: i mean bea is also using a cute voice right?
1:52:05 | (New member) WizJR W: Why does this remind me of IHOP
1:52:06 | Denied: looks good
1:52:06 | (New member) BasedBug: This almost looks restaurant quality
1:52:06 | (New member) ThatVidyaGuy: looks good
1:52:09 | (New member) Margrave: Texas dad!
1:52:15 | anon: fried chicken + gravy ahhhhhhhhhh
1:52:16 | (New member) Einaer: That deep fried meat
1:52:16 | (New member) XenMaster220: American
1:52:16 | (New member) Tianfang's Adventures: Yeehaw thats the good stuff
1:52:19 | (New member) Theblekedet: pretty great
1:52:19 | sleepy: I'm proud of you dad
1:52:24 | (New member) max r: fried chicken wit gravy I think
1:52:24 | (New member) david johnston: beatani stand points
1:52:25 | (New member) ThatVidyaGuy: hash browns
1:52:30 | (New member) TheTarkus: :_love:
1:52:31 | (New member) Mister Eko: hey, that's cheating!
1:52:31 | Sheep: bootleg merch
1:52:34 | Question Box: based
1:52:36 | (New member) Tianfang's Adventures: bear
1:52:37 | (New member) Raziel: Damn that looks good
1:52:39 | (New member) Luginov: DIY dad!
1:52:39 | (New member) Nasty Yukari: Acrylic stand dad!
1:52:39 | (New member) Kyle: Based DIY dad
1:52:40 | InubaSHIRI Momiji: uh oh
1:52:41 | (New member) Peer: its self-made
1:52:41 | (New member) ZVN: It's country fried steak
1:52:41 | Cringe Broker: yeah country fried chicken
1:52:41 | (New member) CommanderMichael: acrylic stand
1:52:41 | (New member) Theblekedet: DIY stand dad...
1:52:42 | (New member) Margrave: How did he...
1:52:42 | cycochaos2: country fried steak?
1:52:42 | sleepy: the secret beatani acrylic
1:52:43 | (New member) The Flesh Is Weak: that looks dangerous
1:52:44 | (New member) ThatVidyaGuy: he made it
1:52:44 | (New member) Suukotto Funsha: homemade acrylic figure
1:52:45 | WeeabooSlime: hey who's that cutie on the left
1:52:45 | (New member) Herbie Cucumber: based
1:52:48 | (New member) Margrave: Based DIY 
