-13:39 | Bob: 🍀
1:53:49 | SukiKirai: I'm smiling so much right now
1:53:49 | Simón: I love this song!!
1:53:51 | Canna: That song was great 
1:53:51 | Chloro [クロロ]: I like it!
1:53:52 | Mizuki Arisu: Very good!
1:53:55 | Cool bug Fact's: Lovely song
1:54:03 | Stray Wolf: first time for me 
1:54:04 | (Verified, Moderator) Streamlabs: m800 just tipped $9.68 dayo!
1:54:16 | Rob G.: i heard it on radio
1:54:16 | パナナナダ: i know it from takagi-san
1:54:16 | フェットチーネ: オタクだから
1:54:19 | coba cobra: there's lots of cover for that song
1:54:19 | CommanderMichael: takagi-san
1:54:22 | imalittle cupcake: My soul has ascended from this cover
1:54:23 | Destoroyar Fortress: Youtube recommended me that
1:54:25 | Raziel: based m800
1:54:26 | Megiddo: Takagi, no?
1:54:30 | Chloro [クロロ]: I know mongol800 through gogo7188
1:54:30 | Kofi: i know it from rhythm games
1:54:33 | Mew: First time yeah
1:54:34 | ellescer: are you a punk rocker?
1:54:36 | Stray Wolf: oh it was in Takagi? 
1:54:36 | ThatVidyaGuy: First time I've ever heard it.
1:54:44 | Tachi: I first heard it in Youtube years ago
1:54:46 | パナナナダ: yeah
1:54:54 | Sol Codguy: I know it from that old drama
1:54:57 | パナナナダ: only in one episode
1:54:58 | pakkanen: @ellescer She is a bear, who likes Ramones aswell
1:55:01 | パナナナダ: i think
1:55:04 | Sunspots: I think i saw a group song of it on youtube a long time ago
1:55:23 | Chloro [クロロ]: Ganbare!
1:55:36 | hohoemikuma: YEAHH
1:55:37 | Shippo: POG
1:55:39 | MBmasher: BASED
1:55:41 | Flux: LETS GOOOOOOOOO
1:55:42 | Megiddo: Nice!
1:55:42 | Ludd: you can do it
1:55:42 | CantDood: Woooo
1:55:43 | Xayn: Lazy
1:55:43 | Stray Wolf: don't say Lazy 
1:55:44 | Andrew Ryan: poggers
1:55:47 | imalittle cupcake: How does she just keep getting more based?!
1:55:49 | Cake Cheese: LETS GGOOOOOO
1:55:51 | Ludd: IKZZ
1:55:52 | BasedBug: 🧨🐻‍❄🧨
1:55:56 | Stray Wolf: Crazy 
1:55:56 | knull: nice
1:55:57 | Zia: Ohhh
1:55:59 | Mister Eko: 🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄
1:56:00 | Shippo: 🧨🐻‍❄🎸🧨
1:56:05 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:56:05 | Sol Codguy: 🧨🐻‍❄🧨
1:56:06 | Rye Mountain: 🧨🐻‍❄🧨
1:56:07 | Ludd: 🎸🧨🐻🧨🎸
1:56:07 | Cool bug Fact's: 🤘🐻🤘
1:56:08 | hohoemikuma: 🐻‍❄ 🎸 🎵🐻‍❄ 🎸 🎵🐻‍❄ 🎸 🎵🐻‍❄ 🎸 🎵
1:56:08 | Mizuki Arisu: KEION ❤
1:56:09 | Stray Wolf: 🧨🐻‍❄🧨
1:56:10 | stuffed idiot: 🧨🐻‍❄🧨
1:56:13 | Chloro [クロロ]: 🐻🎸🐻🎸🐻🎸
1:56:15 | コンティニュアム ー Continuum: K-ON! Lets goooo
1:56:15 | Stray Wolf: 🧨🐻‍❄🧨
1:56:20 | Simón: 🐻‍❄❤🐻‍❄❤🐻‍❄❤
1:56:20 | Verijero: 🧨🐻‍❄🧨🐻‍❄🧨🐻‍❄
1:56:21 | imalittle cupcake: 🧨🐻❄️🧨
1:56:23 | Destoroyar Fortress: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
1:56:25 | Qwazola: GO BEATANI, GO BEATANI
1:56:30 | Rye Mountain: 🧨🐻‍❄🧨
1:56:36 | Flux: 🧨🐻‍❄🧨🧨🐻‍❄🧨
1:56:37 | Idle Bear: 🧨🐻‍❄🧨
1:56:38 | ThatVidyaGuy: 🐻‍❄🍀🎸🎸🎸
1:56:39 | Cool bug Fact's: 🤘🐻🤘🧨🐻🧨
1:56:40 | Ludd: k-on♥️
1:56:44 | ThatVidyaGuy: She's shredding!
1:56:47 | imalittle cupcake: That blessed laugh...
1:56:47 | TWAIN: 🧨🐻‍❄️🎸🧨
1:56:48 | Theblekedet: 🧨🐻‍❄🎸🧨🧨🐻‍❄🎸🧨🧨🐻‍❄🎸🧨
1:56:50 | hohoemikuma: 🐻‍❄ 🎸 🎵 
1:56:53 | Sol Codguy: 🧨🐻‍❄🧨
1:56:54 | Shippo: 🧨🐻‍❄🎸🧨
1:57:00 | Alexander Holzer: CUUUUUUUUUTE
1:57:00 | Ludd: 🎸🧨🐻🧨🎸
1:57:02 | BasedBug: 🧨🐻‍❄🧨
1:57:07 | Sunspots: 🎸🐻‍❄🎸
1:57:11 | Canna: 🐻‍❄🪓
1:57:12 | Destoroyar Fortress: BEA IS CUTER THAN USUAL TODAY
1:57:12 | stuffed idiot: 🧨🐻‍❄🧨 she's too cute bros....
1:57:13 | Mizuki Arisu: MOETANI
1:57:16 | Shippo: 🧨🐻‍❄🎸🧨
1:57:18 | Cruzer: very talented cute bear!!!
1:57:20 | Simón: 🐻‍❄❤🐻‍❄❤
1:57:21 | imalittle cupcake: BEAAAA I LOVE YOU
1:57:22 | Theblekedet: too cute
1:57:27 | Cool bug Fact's: 🧨🐻🧨
1:57:28 | Mew: 🐻‍❄ 🎸 
1:57:29 | hohoemikuma: 🎸🐻‍❄🎸 🎸🐻‍❄🎸
1:57:40 | Sol Codguy: 🧨🐻‍❄🧨
1:57:44 | BasedBug: I am no longer lazy, awesome
1:57:45 | Sol Codguy: shredding
1:57:47 | Kyle: 👏👏👏
1:57:49 | Ludd: 👏👏👏👏👏👏👏👏
1:57:50 | Chloro [クロロ]: 👏👏👏👏👏👏👏
1:57:50 | Shippo: 88888888888888
1:57:50 | TWAIN: bravooooooo
1:57:51 | hohoemikuma: 👏👏👏👏👏
1:57:52 | Destoroyar Fortress: 🧨🐻‍❄🧨
1:57:52 | Cool bug Fact's: 👏👏👏👏
1:57:52 | ThatVidyaGuy: 🤘🐻‍❄🤘
1:57:52 | CommanderMichael: 👏
1:57:52 | stuffed idiot: 👏👏👏
1:57:55 | hohoemikuma: so good!!!
1:57:56 | パナナナダ: 888
1:57:56 | CommanderMichael: 8 8 8 8 8 8 8 8 8 8 8
1:57:57 | Tachi: 👏👏👏👏
1:57:58 | Steven Frati: Amazing!
1:57:58 | Theblekedet: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏\
1:58:01 | ElectroGeek007: 👏👏👏
1:58:02 | imalittle cupcake: 👏👏👏👏👏👏👏
1:58:02 | CantDood: 88888888
1:58:03 | Rye Mountain: 👏👏👏👏👏👏👏
1:58:04 | Theblekedet: absolutely BASED
1:58:04 | Mew: Bear is crazy!
1:58:05 | Simón: Great song!!
1:58:07 | Sol Codguy: 👏👏👏👏👏👏👏
1:58:10 | stuffed idiot: the NEET lifestyle just melts away
1:58:11 | Sunspots: 👏👏👏👏👏👏
1:58:11 | Canna: Lots of soul 
1:58:12 | Simón: 👏👏👏👏
1:58:17 | Ludd: k-on love
1:58:19 | Zia: Pretty hard one, gambate
1:58:20 | Raziel: 👏👏👏👏
1:58:24 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏👏👏👏
1:58:31 | パナナナダ: did anyone play the k-on psp game?
1:58:34 | Randel Shurker: House of the Rising sun would be a fun thing to cover.
1:58:35 | Randel Shurker: I think.
1:58:38 | Absolute Link: 👏👏👏👏🐻‍❄
1:58:38 | Andrew Ryan: べあたにもgenius です
1:58:42 | imalittle cupcake: I bought a guitar because of K-On...
1:58:46 | Xayn: Who is your favorite k-on?
1:58:49 | Shippo: i absolutely love don't say lazy
1:58:49 | MBmasher: i did play the psp game a bit
1:58:51 | max r: yah! i love k-on
1:58:51 | パナナナダ: don't say lazy was a hard song to play
1:58:52 | Hanabi: I remember watching k-on in high school
1:58:54 | Andrew Ryan: すきです！I love it!
1:58:54 | ThatVidyaGuy: It is popular
1:58:56 | Alexander Holzer: Yes
1:58:56 | Raziel: @Randel Shurker that would be unfathomably based
1:58:59 | stuffed idiot: never got around to watching K-on
1:59:03 | Destoroyar Fortress: I actually never watched it
1:59:13 | Ludd: yes i love k-on
1:59:14 | Zia: K-on! 2nd season is sad...
1:59:15 | Stray Wolf: K-on is very popular 
1:59:20 | Steven Frati: K-On VS Beck
1:59:20 | CommanderMichael: k-on fans get in here
1:59:22 | Andrew Ryan: k-on
1:59:26 | Arcterion: K-On, one of the rare instances where the anime is vastly superior to the manga.
1:59:27 | Stray Wolf: I also never watched it 
1:59:29 | BasedBug: Guitar was so good!
1:59:31 | imalittle cupcake: Thank you for blessing us with guitar
1:59:35 | hohoemikuma: thanks for playing guitar!
1:59:35 | Zia: Azusa is adorable yeah
1:59:37 | Destoroyar Fortress: THE GUITAR WAS SO GREAT THANK YOU SO MUCH BEA!
1:59:39 | Hanabi: I look forward to more guitar songs in the future!
1:59:42 | Canna: It's a lot of fun to listen to you play guitar
1:59:46 | Arcterion: Mugi best girl.
1:59:49 | Cool bug Fact's: Guitar stream please
1:59:50 | Steven Frati: You did really well with the guitar and it was such a nice touch.
1:59:53 | Ludd: thank you for the amazing guitar playing
1:59:54 | Raziel: the guitar is very comfy
1:59:56 | Juvisy: Guitar is very fun I love it 
1:59:58 | Stray Wolf: thank you for playing the guitar 
2:00:01 | Chloro [クロロ]: good luck on learning guitar!
2:00:03 | Takeshi: ah that would be awesome!
2:00:03 | パナナナダ: ritsu is a fun character
2:00:05 | MBmasher: imagine piano stream
2:00:11 | stuffed idiot: I can't wait
2:00:11 | Shippo: nice
2:00:12 | BasedBug: I can't wait for guitar karaoke!
2:00:12 | Voltage: blessed bear thank you for your efforts you’ll get better!!
2:00:13 | Stray Wolf: when? 
2:00:25 | CantDood: down for it
2:00:26 | Rob G.: yeah, guitars are one of the most versatile instruments
2:00:29 | Theblekedet: You will do it! and I'll watch!
2:00:41 | Arcterion: Can you play Cha La Head Cha La?
2:00:48 | Stray Wolf: in 1 month
2:00:56 | stuffed idiot: You heard her bros start shilling
2:01:01 | Voltage: 5k subscribers in no time
2:01:02 | Cool bug Fact's: Bea will do her guitar reps
2:01:04 | Megiddo: next goal commence
2:01:06 | Mister Eko: 5K KARAOKE PARTY
2:01:09 | Mister Eko: LET'S GOOOO
2:01:12 | Stray Wolf: 5k subs? 
2:01:14 | Zia: A long road ahead
2:01:16 | Stray Wolf: time to shill 
2:01:17 | hohoemikuma: 155m
2:01:23 | Voltage: let’s gooooo
2:01:23 | Raziel: so it is written so let it be done
2:01:23 | Cool bug Fact's: 5k soon
2:01:25 | ThatVidyaGuy: BIG BEATANI
2:01:27 | A A: Big plans.
2:01:34 | imalittle cupcake: Time to spread the gospel
2:01:35 | Mister Eko: It's a promise!
2:01:43 | Voltage: big plans for a big bear!
2:01:49 | KRTTGM: you know how to play any furukawa honpo songs?
2:01:50 | Zia: Singing and playing at the same time is pretty rough
2:01:53 | Takeshi: whenever you are ready!
2:01:57 | ThatVidyaGuy: Its time to spread the word.
2:02:06 | BasedBug: Sleeping -> Guitar -> Streaming -> Sleeping
2:02:09 | Mew: inb4 she has 50k in 5 months
2:02:18 | imalittle cupcake: One more?!
2:02:38 | JayTheGreatest: will she play a electric guitar at 1 million
2:02:52 | Malafazzle: Congrats mrs. bear 🙂
2:03:05 | パナナナダ: its not that hard to sing and play but it does take some practice
2:03:18 | パナナナダ: its the same as practicing a piano piece
2:03:23 | パナナナダ: but with singing
2:05:01 | ellescer: what song?
2:05:49 | Malafazzle: yes
2:05:50 | hohoemikuma: yah
2:05:50 | pakkanen: yes
2:05:50 | ThatVidyaGuy: We can!
2:05:52 | ElectroGeek007: yes
2:05:53 | JayTheGreatest: yeah
2:05:53 | Cool bug Fact's: yah
2:05:53 | Canna: We can hear it 
2:05:54 | Rye Mountain: yes
2:05:55 | Andrew Ryan: yah
2:05:56 | Idle Bear: yes
2:05:56 | CommanderMichael: yes, I can hear it
2:05:56 | パナナナダ: yeah
2:05:57 | Voltage: YAH LETS GOOOO
2:05:58 | stuffed idiot: yep
2:06:00 | Chloro [クロロ]: yah
2:06:00 | フェットチーネ: Yes!
2:06:01 | Theblekedet: Yes
2:06:01 | Suukotto Funsha: yah
2:06:03 | Stray Wolf: yes
2:06:04 | Arcterion: Yah.
2:06:06 | TWAIN: yah
2:06:09 | Mizuki Arisu: Yes!!
2:06:10 | hohoemikuma: oooo
2:06:11 | CantDood: yah
2:06:12 | BasedBug: Oh wow!
2:06:12 | Voltage: let’s goo keyboard bearrrrrrrrrrr TALENTED BEARRRRR
2:06:12 | Absolute Link: whoooa really?
2:06:12 | Shippo: nice!
2:06:13 | Flux: I KNEEL
2:06:14 | ThatVidyaGuy: OOOOO
2:06:15 | Megiddo: YOOOOOO
2:06:15 | Alexander Holzer: ?!
2:06:15 | CommanderMichael: She wrote a song?!
2:06:16 | Destoroyar Fortress: BEA ORIGINAL LET'S GOOOOOO
2:06:16 | Mew: :yougotthis::yougotthis: ENDING DEBUT! 
2:06:17 | imalittle cupcake: Our daughter is so talented...
2:06:17 | Sheep: oh wow
2:06:17 | Malafazzle: hype
2:06:18 | VampirkoO: Nice!
2:06:19 | Stray Wolf: original song let's go 
2:06:20 | Cool bug Fact's: A Bea original
2:06:20 | ellescer: no fucking way thats awesome
2:06:20 | Firstname Lastname: !!!
2:06:20 | Theblekedet: OG song?!
2:06:22 | CommanderMichael: based OC!
2:06:23 | TWAIN: LET'S GOOOOOOOOOOOO
2:06:24 | Canna: It sounds good so far 
2:06:24 | ThatVidyaGuy: Such a talented bear!
2:06:24 | RADEON 360: wow
2:06:27 | Suukotto Funsha: Super talented Kuma
2:06:27 | Malafazzle: sasuga bear
2:06:27 | Tachi: I can't wait to hear it finished! It sounds so nice
2:06:28 | knull: amazing
2:06:28 | Hanabi: a beatani original
2:06:28 | Arcterion: Talented daughter! 🐻🎶
2:06:29 | Ludd: preview!!!
2:06:29 | Sunspots: i like it!
2:06:29 | Chloro [クロロ]: Original song!!!
2:06:30 | SpaceTalon: ❤ ❤ ❤ ❤ ❤ ❤ ❤ 
2:06:32 | BasedBug: It's sounding great so far!
2:06:35 | Kyle: Nice
2:06:35 | Fluffy Fish: sugoi!
2:06:36 | Steven Frati: What a talented bear!
2:06:36 | Andrew Ryan: オリジナル曲based
2:06:44 | hohoemikuma: based hanabi san
2:06:44 | Voltage: ORIGINAL CONTENT BEAR LETS GOOOOOOOOOO
2:06:48 | Rye Mountain: Very based
2:06:48 | Tachi: Do you plan to make it a full song some day?
2:06:55 | Malafazzle: windows xp song lol
2:06:58 | Mizuki Arisu: My daughter is so skilled...
2:06:59 | Megiddo: yeah the intro movie + bgm is really good
2:06:59 | Voltage: kawaii sugar bear openinggggg
2:07:02 | Verijero: i miss her already...
2:07:04 | Sheep: yes of course
2:07:04 | Stray Wolf: yes
2:07:06 | Destoroyar Fortress: BEA YOU'RE SO GREAT, I'M SO HAPPY TO HAVE MEET YOU!
2:07:12 | Malafazzle: Bill Gates would be proud
2:07:12 | Theblekedet: of course
2:07:16 | ellescer: SHES GONE
2:07:16 | Hanabi: it's a really good Opening song
2:07:17 | Cool bug Fact's: Intro is very good
2:07:33 | フェットチーネ: Can't wait to see it!
2:07:34 | CommanderMichael: Based windows XP giving beatani an inspiration
2:07:49 | Theblekedet: I'm looking forward to it!
2:07:49 | Antonio Badilla: Bear too powerful
2:07:50 | Raziel: I can't wait for membership
2:07:58 | Destoroyar Fortress: Chilling in the XP hill
2:08:08 | Rye Mountain: Cute
2:08:23 | (Verified, Moderator) Streamlabs: Malafazzle just tipped $10.00 dayo!
2:08:25 | Nasty Yukari: Before I forget to say it: Hanabi-san I kneel
2:08:26 | Rob G.: already done
2:08:27 | stuffed idiot: smart bear
2:08:44 | Sheep: true
2:08:48 | Voltage: Yes always say to like and subscribe if you like and enjoyed the streeam it helps you a lot!,,,,
2:08:50 | Sunspots: having soul will make you forget such things its ok
2:08:51 | CommanderMichael: AH, she created an OC for an ending in each of her stream
2:08:56 | CommanderMichael: based
2:08:56 | Voltage: basedddddd
2:08:58 | TWAIN: subscribe to the bear!
2:08:59 | Hanabi: all I did was make a little gif, Beatani made the amazing music
2:09:03 | RADEON 360: lol
2:09:06 | Nasty Yukari: Sounds based
2:09:08 | Raziel: If somebody watched this stream and didn't subscribe they have no soul
2:09:10 | Rob G.: yeah, i actually sometimes forget to like streams
2:09:20 | Megiddo: Yesssssss
2:09:20 | CommanderMichael: @Hanabi you inspired her, very based
2:09:20 | Verijero: kek
2:09:21 | Verijero: nice
2:09:22 | Malafazzle: 🙂
2:09:22 | ellescer: based
2:09:24 | Flux: SOUL
2:09:25 | BasedBug: Oh my god
2:09:26 | hohoemikuma: aww
2:09:26 | Shippo: pog
2:09:28 | Cool bug Fact's: based
2:09:29 | Question Box: UUUUUUUUUUUUUUUUUUUUUOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOHHH
2:09:31 | Verijero: based
2:09:31 | pakkanen: ❤
2:09:32 | Flux: KINOOOO
2:09:32 | JayTheGreatest: SOUL
2:09:32 | Destoroyar Fortress: She abuses us even on her song
2:09:33 | Stray Wolf: soul 
2:09:33 | max r: nice
2:09:33 | Rye Mountain: wow
2:09:33 | Sheep: CUTE!!!
2:09:34 | ThatVidyaGuy: ❤❤❤❤❤❤
2:09:34 | Malafazzle: based
2:09:34 | フェットチーネ: ❤ 
2:09:35 | BasedBug: That's so good
2:09:35 | imalittle cupcake: BEAUTIFUL
2:09:36 | Antonio Badilla: Based
2:09:36 | Theblekedet: awwww
2:09:37 | Stray Wolf: BASED 
2:09:37 | Angelic: Adorable song!!
2:09:37 | Jessica: adorable
2:09:37 | Andrew Ryan: based
2:09:37 | Rob G.: cute and based
2:09:38 | CommanderMichael: 🎶 ❤ 
2:09:38 | ElectroGeek007: based
2:09:38 | zombiebuddies1111: cute
2:09:40 | Megiddo: Pure soul
2:09:40 | Mew: BASED!!!
2:09:42 | Mister Eko: B A S E D
2:09:43 | Arcterion: 👏👏👏👏👏👏
2:09:43 | Theblekedet: That's great!
2:09:43 | Ludd: BAAAAAAAASSEEEEEEEEEED
2:09:44 | TWAIN: SOVL
2:09:44 | Shippo: based
2:09:45 | SpaceTalon: ❤ ❤ ❤ very Nice! ❤ ❤ ❤ 
2:09:45 | Malafazzle: cute and funny
2:09:45 | Steven Frati: Very cute!
2:09:45 | CantDood: CUUUTE
2:09:46 | quietly: cute funny and based
2:09:46 | Sunspots: i melt
2:09:46 | Voltage: cuteeeeee
2:09:47 | Kyle: BASED song
2:09:47 | The Pope: She accepts my NEETdom...
2:09:47 | estratos13: based
2:09:50 | Chloro [クロロ]: Soul
2:09:50 | Transcendental_ColonThree: S O U L
2:09:51 | Canna: Sweet
2:09:54 | Raziel: 😍
2:09:55 | Theblekedet: That's too much soul
2:09:56 | Nasty Yukari: You had one job but it's cute and funny anyway!
2:09:58 | stuffed idiot: my heart can't take this
2:09:59 | Suukotto Funsha: Based
2:09:59 | Simón: You truly are the best 
2:10:01 | Juvisy: Cute
2:10:04 | Cool bug Fact's: KINO
2:10:08 | BasedBug: NEETbros and FOOLISHbros are welcome here
2:10:09 | Malafazzle: Honorary
2:10:14 | Suukotto Funsha: So cute
2:10:17 | pakkanen: Clip it!
2:10:18 | Rye Mountain: Very cute, very based
2:10:19 | hohoemikuma: please subscribe!
2:10:21 | Tachi: I love it
2:10:21 | stuffed idiot: very nice
2:10:22 | Rob G.: eh goslingbros
2:10:24 | imalittle cupcake: I love it
2:10:28 | Nasty Yukari: Soul soul soul soul!
2:10:44 | pakkanen: Beatani, You could do entire 1min ending song with that beat and those lyrics
2:11:04 | Voltage: love click clack bear from keyboard
2:11:13 | BasedBug: It's a short song, but it tells a whole story
2:11:16 | Voltage: clicclacbear
2:11:28 | ThatVidyaGuy: It has so much Soul
2:11:31 | Malafazzle: amazing
2:11:32 | Tachi: Hnggg
2:11:34 | pakkanen: Piano part is too fast
2:11:34 | Destoroyar Fortress: I love this bear so much
2:11:39 | LassesAffar: chugoi
2:11:42 | BasedBug: We can't wait to hear it!
2:11:42 | Flux: my heart....
2:11:42 | Absolute Link: it's very cute
2:11:44 | Theblekedet: MY HEART
2:11:44 | pakkanen: I liked that slow version more
2:11:44 | Rye Mountain: Very cute
2:11:47 | Rob G.: sounds like a jingle from some jp comercial haha, love it
2:11:48 | Sheep: smol
2:11:48 | CantDood: how do I subscribe twice
2:11:49 | stuffed idiot: listening to this is how the homeless died
2:11:52 | CommanderMichael: are you feeling it now gosslingbros
2:12:05 | Wayne Kerr: cute and funny song
2:12:15 | luben: damn you getting famous
2:12:23 | Voltage: lol
2:12:24 | Zia: Would need the same but with Membership instead of subscribing
2:12:28 | Steven Frati: Beatani sending homeless dads to heaven!
2:12:43 | Rye Mountain: I love this family
2:12:58 | パナナナダ: or hell
2:13:00 | BasedBug: Let's GOOOO
2:13:03 | Mizuki Arisu: based neetani
2:13:09 | Mizuki Arisu: LETS GOOOOOOOOOOO
2:13:18 | Nasty Yukari: We'll listen to anything by you any time
2:13:24 | Flux: IKZZZZZZZ
2:13:34 | Ludd: let's goooo
2:13:37 | Theblekedet: Alright!
2:13:38 | luben: not like that it's like this “less goo”
2:13:44 | ThatVidyaGuy: YEAH!
2:13:45 | Destoroyar Fortress: SE NO
2:13:45 | CommanderMichael: oh boy
2:13:46 | Question Box: YOOOOOOOOOOOOOOO
2:13:46 | hohoemikuma: !
2:13:48 | TWAIN: OOOOOOOOOOOO
2:13:48 | ellescer: kino
2:13:49 | MBmasher: BASED
2:13:49 | BasedBug: Oh man
2:13:50 | Flux: SE NO
2:13:50 | imalittle cupcake: NICE
2:13:51 | Verijero: based
2:13:51 | Ludd: aw yeees
2:13:51 | Mew: oh boy
2:13:52 | Rye Mountain: CLASSIC!
2:13:52 | BasedBug: OH MAN 🧨🐻‍❄🧨
2:13:53 | zombiebuddies1111: yooooo
2:13:54 | Chloro [クロロ]: LET'S GOOOOO
2:13:54 | Theblekedet: SE NO!
2:13:54 | stuffed idiot: LETS GOOOOO
2:13:55 | Voltage: LETS GOOOOOOO
2:14:00 | Alex santos: Se nooooooooooo
2:14:00 | Simón: 🐻‍❄❤🐻‍❄❤🐻‍❄❤
2:14:00 | Malafazzle: KEY-NO 
2:14:02 | TWAIN: 🧨🐻‍❄️🧨
2:14:02 | LassesAffar: Let's fucking GOOOOOOOOOO!!!
2:14:02 | Hanabi: Bakemonogatari was a good show
2:14:02 | Canna: Come on and slam 
2:14:04 | Stray Wolf: based 
2:14:04 | Shippo: 🧨🐻‍❄🧨
2:14:05 | BasedBug: THIS IS AMAZING
2:14:07 | hohoemikuma: 🧨🐻‍❄🧨 
2:14:08 | luben: that's good
2:14:08 | Tachi: Come on and slam
2:14:09 | Mew: 🧨🐻‍❄🧨
2:14:16 | Stray Wolf: 🧨🐻‍❄️🧨
2:14:18 | Destoroyar Fortress: Ararararararararararararaarararararararagi
2:14:20 | imalittle cupcake: 🧨🐻‍❄🧨
2:14:21 | MBmasher: rapping bear
2:14:23 | sp33d4l0l: I can't hear this without the mashup version playing in my head
2:14:29 | Voltage: 🐻‍❄️❄️🍀🍀❄️🐻‍❄️🍀❄️❄️🐻‍❄️❄️🍀🍀🐻‍❄️🐻‍❄️
2:14:34 | Tachi: 🧨🐻‍❄🧨
2:14:37 | Cool bug Fact's: 🧨🐻🧨🧨🐻🧨🧨🐻🧨
2:14:39 | Destoroyar Fortress: Come on and slam!
2:14:48 | Stray Wolf: 🧨🐻‍❄️🧨
2:14:48 | Megiddo: I heard kuma kuma instead of fuwa fuwa for some reason
2:14:52 | stuffed idiot: 🧨🐻‍❄🧨
2:14:55 | Stray Wolf: Kamisama Arigatou
2:14:56 | Rye Mountain: Kuma kuma ru, kuma kuma ri
2:15:02 | CantDood: KAMISAMA ARIGATOU
2:15:03 | Sunspots: fuwa❄️🐻‍❄️❄️fuwa
2:15:04 | ThatVidyaGuy: 🧨🐻‍❄🧨
2:15:10 | Megiddo: 🧨🐻‍❄🧨
2:15:11 | Raziel: 💯
2:15:13 | Andrew Ryan: ☄☄🐻‍❄☄☄
2:15:18 | Chloro [クロロ]: はい! はい! はい! はい!
2:15:19 | Stray Wolf: 🧨🐻‍❄️🧨
2:15:21 | awarmcomfybed: 🧨🐻‍❄️🧨
2:15:21 | Voltage: let’s gooo
2:15:23 | Dp: 🧨🐻‍❄🧨
2:15:24 | Theblekedet: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
2:15:25 | Cool bug Fact's: 🧨🐻🧨
2:15:25 | フェットチーネ: 🧨🐻‍❄🧨
2:15:28 | hohoemikuma: 👏👏
2:15:28 | Destoroyar Fortress: Yamato nadeshiko SAIKOU
2:15:31 | imalittle cupcake: 🧨🐻‍❄🧨
2:15:31 | Shippo: 🧨🐻‍❄🧨
2:15:33 | Sol Codguy: 🧨🐻‍❄🧨
2:15:34 | BasedBug: My headphones can't go any louder and I want to JAM
2:15:34 | Hanabi: 🧨🐻‍❄🧨
2:15:37 | Mizuki Arisu: BEATESHIKO
2:15:38 | Rye Mountain: 🧨🐻‍❄🧨
2:15:41 | Megiddo: 🧨🐻‍❄🧨
2:15:41 | Transcendental_ColonThree: 🧨🐻‍❄️🧨
2:15:47 | Raziel: 88888888/10
2:15:48 | Cecil 1: 🧨🐻‍❄🧨
2:15:51 | Cool bug Fact's: 🧨🐻🧨
2:15:52 | Destoroyar Fortress: YAMATOBEAKO
2:16:00 | Voltage: CLAPCLAP
2:16:04 | ThatVidyaGuy: 🧨🐻‍❄🧨
2:16:07 | imalittle cupcake: 🧨🐻‍❄🧨
2:16:12 | Mew: 🧨🐻‍❄🧨
2:16:13 | Destoroyar Fortress: Unmei no itasura demo
2:16:16 | Sol Codguy: 🧨🐻‍❄🧨
