-7:43 | (New member) XeniVari: 待機
1:19:53 | kaiserschmarrn_: hes capping
1:20:00 | (New member) OverMagnet: "doing it for free" = cleaning up after others with out getting paid to do a shitty job
1:20:00 | (New member) BasedBug: Thanks for the stream!
1:20:02 | (New member) Ekusupuroshon: he's bribing you...
1:20:04 | (New member) Peer: Bea love...
1:20:05 | (New member) ThatVidyaGuy: Beatani love!
1:20:06 | (New member) Moeniki: Thanks Bea!\
1:20:06 | (New member) Matthew: :_bea::_bea:
1:20:06 | (New member) Mew: Time to make private discord and leave
1:20:07 | (New member) BasedBug: Bea bea!
1:20:08 | (New member) Mister Eko: Thank you! Great stream!
1:20:08 | (New member) The Flesh Is Weak: :_bea::_bea:
1:20:08 | Horror: Bea Bea !
1:20:08 | (New member) Moeniki: :_bea::_bea:
1:20:09 | (New member) Peer: :_bea::_bea:
1:20:09 | (New member) クラガリ葉月: :_bea::_bea:
1:20:09 | (New member) imalittle cupcake: :_bea::_bea:
1:20:09 | (New member) Kyle: :_bea::_bea:
1:20:09 | (New member) Mew: :_bea::_bea:
1:20:09 | (New member) Antonio Badilla: matane
1:20:09 | (New member) XeniVari: Bea bea!
1:20:10 | (New member) LoneRanger25: :_bea: :_bea: 
1:20:10 | (New member) TWAIN: :_bea::_bea:
1:20:11 | (New member) Neko Mikuri 寝込みくり: またね
1:20:11 | (New member) Kofi: bye
1:20:11 | sp33d4l0l: BE LOVE
1:20:11 | (New member) Tianfang's Adventures: bye bye
1:20:11 | Herbie Cucumber: bea bea~
1:20:11 | (New member) Ekusupuroshon: :_bea::_bea:
1:20:11 | Andrew Ryan: ベアベア
1:20:11 | (New member) Tachi: :_bea::_bea:
1:20:11 | (New member) anonEDM: :_bea::_bea:
1:20:11 | (New member) Rye Mountain: :_bea::_bea:
1:20:12 | ピーン祭り: べあべあ
1:20:12 | (New member) Pearlamity: :_bea::_bea:
1:20:12 | (New member) LassesAffar: :_bea::_bea:
1:20:12 | (New member) CommanderMichael: :_bea::_bea::_bea:
1:20:12 | (New member) OverMagnet: :_bea::_bea:
1:20:13 | (New member) AnomalousRaven: またねね
1:20:13 | NtCreate: thanks
1:20:13 | webm aristocrat: beabea
1:20:13 | (New member) The Pope: Thanks for the stream Bea
1:20:13 | (New member) Shippo: :_bea::_bea:
1:20:13 | (New member) Zyadarya: :_bea::_bea:
1:20:13 | (New member) Luginov: :_bea::_bea:
1:20:14 | (New member) Idle Bear: :_bea::_bea:
1:20:14 | (New member) Mister Eko: BEA LOVEEEEE
1:20:14 | SpaceTalon: Bye bYe ❤ ❤ 
1:20:14 | (New member) ThatVidyaGuy: :_bea::_bea:
1:20:14 | (New member) Nasty Yukari: Mata ne! Bea bea!
1:20:14 | (New member) Stray Wolf: thank you for the stream bea bea
1:20:14 | Sheep: thank you for the stream, bea beaa!!
1:20:14 | stuffed idiot: Bea Bea
1:20:15 | (New member) Raziel: :_bea::_bea:
1:20:15 | (New member) Sol Codguy: Thanks for the stream! Bea bea!
1:20:15 | AtomicBanana 55: Thanks for the stream Bea!
1:20:15 | (New member) Kofi: :_bea::_bea:
1:20:15 | (New member) Verijero: adeious
1:20:15 | (New member) Theblekedet: :_bea::_bea:
1:20:15 | (New member) max r: :_bea::_bea:
1:20:15 | (New member) Ekigo: :_bea::_bea:
1:20:16 | (New member) Riptide Maurader: :_bea::_bea:
1:20:16 | (New member) 77Yuja_: :_bea::_bea:
1:20:16 | KaiserKrieger: Bea LOVE!
1:20:16 | (New member) The Pope: :_bea::_bea:
1:20:17 | (New member) Hanabi: :_bea::_bea:
1:20:18 | (New member) hohoemikuma: :_bea: :_bea: 
1:20:18 | (New member) Suukotto Funsha: Bye Beatani :_bea::_bea:
1:20:18 | (New member) Ekusupuroshon: :_bea::_bea:
1:20:18 | (New member) skrong: bea bea
1:20:18 | Ysoseerius: byebye otsu
1:20:19 | (New member) Koruru: :_bea::_bea:
1:20:19 | Cheese: bye byee
1:20:19 | Horror: lmao i heard that
1:20:19 | Six Majin X: bye
1:20:20 | (New member) Mister Eko: :_bea::_bea:
1:20:20 | (New member) Stray Wolf: :_bea::_bea:
1:20:20 | (New member) CantDood: :_bea::_bea:
1:20:20 | TheHighestNativeGod: BEABEA
1:20:21 | james heller: Bea bea...
1:20:21 | quietly: beabea!
1:20:23 | (New member) Stray Wolf: :_bea::_bea:
1:20:23 | (New member) gyroninja: :_bea::_bea:
1:20:23 | Mr. Gillespie: bea bea~
1:20:23 | (New member) Verijero: i miss her already..
1:20:23 | (New member) Neko Mikuri 寝込みくり: :_bea::_bea:
1:20:24 | (New member) VampirkoO: :_bea::_bea:
1:20:25 | (New member) Ekusupuroshon: :_bea::_bea:
1:20:25 | AtomicBanana 55: Bea bea!
1:20:26 | (New member) Stray Wolf: :_sprdo::_sprdo::_sprdo:
1:20:26 | (New member) Mastigos Wilkins: HEY!
1:20:27 | (New member) XenMaster220: :_bea::_bea:
1:20:28 | (New member) Matthew Caballero: :_bea::_bea::_bea:
1:20:28 | Arcus crundelic: beabea¨
1:20:28 | minoreo: goodnight beatani
1:20:29 | (New member) Antonio Badilla: rate the stream
1:20:29 | (New member) Ekusupuroshon: :_bea::_bea:
1:20:30 | (New member) david johnston: :_bea::_bea::_sprdo:
1:20:30 | (New member) Ark K.: :_bea::_bea:
1:20:30 | (New member) Steven Frati: :_bea::_bea:
1:20:30 | (New member) Mechanized Doge: :_bea::_bea:
1:20:31 | james heller: I MISS HER
1:20:31 | (New member) Shippo: :_bea::_bea:
1:20:32 | (New member) Satorin_Komeiji: :_bea::_bea:
1:20:32 | (New member) Ekusupuroshon: :_bea::_bea:
1:20:32 | (New member) Mastigos Wilkins: I see you
1:20:33 | ConeMan: bye menhera bear
1:20:33 | (New member) OverMagnet: 🎶🎶🎶
